S. no.,FIR No.,Police station,Date of crash ,Time of crash (24 hr format),Responsible road user,Victim user type (as per Delhi Traffic Police),Pedestrian Injured ,Pedestrian killed,MTW Injured,MTW killed,Other vehicle type involved,Injured (other vehicle),Fatalities (other vehicle),Age (killed 1),Gender (killed 1),Road user type (killed 1),Age (killed 2),Gender (killed 2),Road user type (killed 2),Age (killed 3),Gender (killed 3),Road user type (killed 2),Responsible road user Age,Responsible road user Gender,Place of occurrence,Road name,Geocordinates (Latitude),Geocordinates (longitude),Total injured,Total killed,If offending vehicle is Unknown Reason unknown; eg: hit and run
403,217,BURARI,18-May-20,03:10,Tempo/ Tractor,Pedestrians,0,0,0,0,Other,1,2,30,Male,Passenger,19,Male,Passenger,,,,,Male,NR BURARI FLYOVER,OUTER RING ROAD,28.729704,77.193643,1,2,
404,374,BURARI,14-Sep-20,06:30,UNKNOWN,Pedestrians,0,0,0,1,,0,0,35,Male,Driver,,,,,,,,,DOWN STAIRS OF ONEWAY BURARI F,MINOR ROADS,28.728893,77.197584,0,1,Hit and run
405,495,BURARI,17-Oct-20,02:08,UNKNOWN,Pedestrians,0,1,0,0,,0,0,23,Male,Pedestrian,,,,,,,,,100 FOOTA ROAD NIF OF HARIRAM,BURARI ROAD,28.75471,77.199,0,1,Hit and run
406,638,BURARI,15-Nov-20,00:00,UNKNOWN,Pedestrians,0,0,0,1,,0,0,23,Male,Driver,,,,,,,,,NR GANDA NALA BURARI,MINOR ROADS,28.748846,77.198414,0,1,Hit and run
407,665,BURARI,08-Dec-20,21:30,UNKNOWN,TWW,0,1,0,0,,0,0,22,Male,Pedestrian,,,,,,,,,INF GOVT HOSPITAL KAUSHIK ENCL,MINOR ROADS,28.760561,77.189967,0,1,Hit and run
408,670,BURARI,10-Dec-20,20:57,UNKNOWN,Pedestrians,0,0,0,1,,0,0,45,Male,Driver,,,,,,,,,NR F-2 BLOCK NR PRADHAN ENCLAV,MINOR ROADS,28.755996,77.199072,0,1,Hit and run
409,51,JAHANGIR PURI,02-Feb-20,01:40,UNKNOWN,TWW,0,1,0,0,,0,0,,,Pedestrian,,,,,,,,,NR R/L MUKUNDPUR FLOVER,OUTER RING ROAD,28.732294,77.183036,0,1,Hit and run
410,61,JAHANGIR PURI,11-Feb-20,21:26,UNKNOWN,TWW,0,0,0,1,,0,0,,,,,,,,,,,,NEAR MUKUNDPUR FLYOVER,OUTER RING ROAD,28.732304,77.18293,1,1,Hit and run
411,74,JAHANGIR PURI,22-Feb-20,01:15,Heavy vehicles,Pedestrians,0,0,0,1,,0,0,28,Male,,,,,,,,,,MUKUNDPUR GOL CHHAKR JAHAGIR P,DR. KB HEDGEWAR ROAD,28.731828,77.183208,0,1,Hit and run
412,90,JAHANGIR PURI,08-Mar-20,19:45,Tempo/ Tractor,TWW,0,1,0,0,,0,0,1.5,Female,Pedestrian,,,,,,,,,BHALSWA GOL CHAKKAR TOWDS ISBT,OUTER RING ROAD,28.736564,77.158912,0,1,Hit and run
413,247,JAHANGIR PURI,24-May-20,Unknown,UNKNOWN,TWW,0,0,0,1,,0,0,,Male,Driver,,,,,,,,,NR BHALSWA FLYOVER,OUTER RING ROAD,28.737848,77.164252,0,1,Hit and run
414,303,JAHANGIR PURI,23-Jun-20,Unknown,UNKNOWN,TWW,0,0,0,1,,0,0,25,Male,Driver,,,,,,,,,NR MUKARBA CHOWK FLYOVER BHALS,OUTER RING ROAD,28.736715,77.159258,0,1,Hit and run
415,313,JAHANGIR PURI,01-Jul-20,05:30,Heavy vehicles,Pedestrians,0,0,0,1,,0,0,,Male,Driver,,,,,,,,Male,NEAR BHALSWA CHOWK,OUTER RING ROAD,28.736635,77.15966,0,1,
416,341,JAHANGIR PURI,04-Jul-20,00:00,UNKNOWN,TWW,0,1,0,0,,0,0,16,Male,Pedestrian,,,,,,,,,NR MUKUNDPUR FLYOVER,DR. KB HEDGEWAR ROAD,28.733447,77.17879,0,1,Hit and run
417,342,JAHANGIR PURI,19-Jul-20,00:00,UNKNOWN,TWW,0,0,1,2,,0,0,35,Male,Driver,22,Male,Passenger,,,,,,TWDS ISBT BHALASWA FLYOVER,OUTER RING ROAD,28.746137,77.151959,1,2,Hit and run
418,504,JAHANGIR PURI,05-Oct-20,10:09,UNKNOWN,Pedestrians,0,0,0,1,,0,0,30,Male,Driver,,,,,,,,,NR FOB FROM BHALSWA TO BURARI,OUTER RING ROAD,28.735585,77.17346,0,1,Hit and run
419,524,JAHANGIR PURI,20-Oct-20,08:35,UNKNOWN,TWW,0,1,0,0,,0,0,50,Male,Pedestrian,,,,,,,,,ON FLYOVER BALASWW,OUTER RING ROAD,28.7376,77.167275,0,1,Hit and run
420,529,JAHANGIR PURI,23-Oct-20,Unknown,UNKNOWN,TMP,0,0,0,1,,0,0,45,Male,Driver,,,,,,,,,NR BALSWA FLY OVER,OUTER RING ROAD,28.737606,77.167202,0,1,Hit and run
421,631,JAHANGIR PURI,12-Nov-20,04:00,UNKNOWN,Pedestrians,0,0,0,0,Tempo/ Tractor,0,1,30,Male,Driver,,,,,,,,,NR MUKUNDPUR FLYOVER TWDS ISBT,OUTER RING ROAD,28.732317,77.183063,0,1,Hit and run
422,688,JAHANGIR PURI,22-Dec-20,22:45,UNKNOWN,TWW,0,1,0,0,,0,0,50,Male,Pedestrian,,,,,,,,,NEAR BURARI FLYOVER OUTER RING,OUTER RING ROAD,28.729362,77.194388,0,1,Hit and run
423,35,JAHANGIR PURI,19-Jan-20,11:20,Car/ Jeep/ Van/ Taxi,TWW,0,0,1,1,,0,0,22,Male,Passenger,,,,,,,,Male,MCD FLAT GATE NO 3,MINOR ROADS,28.728178,77.178736,1,1,
424,318,JAHANGIR PURI,16-Jun-20,00:00,UNKNOWN,Pedestrians,0,0,0,1,,0,0,42,Male,Driver,,,,,,,,,NR BHALSA FLYOVER TOWARDS,DR. KB HEDGEWAR ROAD,28.736628,77.17055,0,1,Hit and run
425,443,JAHANGIR PURI,16-Sep-20,Unknown,UNKNOWN,TWW,0,0,0,1,,0,0,,Male,Driver,,,,,,,36,Male,MCD FLAT ROAD J PURI,MINOR ROADS,28.733993,77.174482,0,1,
426,500,JAHANGIR PURI,02-Oct-20,08:00,Tempo/ Tractor,Car,0,0,1,1,,0,0,,Male,,,,,,,,29,Male,MUKUNDPUR TWDS AZADPUR,51 NO ROAD,28.725463,77.182716,1,1,
427,503,JAHANGIR PURI,04-Oct-20,Unknown,Car/ Jeep/ Van/ Taxi,Pedestrians,0,0,0,0,Car/ Jeep/ Van/ Taxi,3,1,26,Male,Passenger,,,,,,,,,NR RED LIGHT MAJLIS PARK,51 NO ROAD,28.725463,77.182716,3,1,
428,527,JAHANGIR PURI,21-Oct-20,Unknown,UNKNOWN,Pedestrians,0,1,0,0,,0,0,50,Male,Pedestrian,,,,,,,,,NR SAI BABA MANDIR KABADI JUGG,MINOR ROADS,28.722766,77.172775,0,1,Hit and run
429,18,KESHAV PURAM,09-Jan-20,17:45,Motorised two wheeler,Pedestrians,0,1,0,0,,0,0,51,Female,Pedestrian,,,,,,,,Male,C-7 MARKET KESHAV PURAM,MINOR ROADS,28.691431,77.159595,0,1,
430,469,KESHAV PURAM,04-Jul-20,16:30,Heavy vehicles,Pedestrians,0,1,0,0,,0,0,25*,Male,Pedestrian,,,,,,,,,B 37 GANGA FLOOR MILL LAWARA,LAWRANCE ROAD,28.67798,77.147812,0,1,Hit and run
431,532,KESHAV PURAM,08-Sep-20,Unknown,UNKNOWN,Pedestrians,0,1,0,0,,0,0,40,Male,Pedestrian,,,,,,,,,NR KANHIYA NAGAR METRO STATION,37 NO ROAD,28.687059,77.173588,0,1,Hit and run
432,535,KESHAV PURAM,10-Sep-20,Unknown,UNKNOWN,Pedestrians,0,1,0,0,,0,0,66,Male,Pedestrian,,,,,,,,,NR RG MALL RD KESHAV PURAM,LAWRANCE ROAD,28.705418,77.112,0,1,Hit and run
433,576,KESHAV PURAM,09-Oct-20,Unknown,Motorised two wheeler,TWW,0,1,0,0,,0,0,,,Pedestrian,,,,,,,,,RAMPURA VILL,MINOR ROADS,28.677878,77.153493,0,1,
434,601,KESHAV PURAM,26-Oct-20,17:30,Motorised two wheeler,TWW,0,0,1,1,,0,0,25,Male,Self,,,,,,,,,LOOP FLYOVER WAZIRPUR DEPOT,RING ROAD,28.693993,77.155605,1,1,
435,646,KESHAV PURAM,11-Dec-20,22:15,UNKNOWN,Pedestrians,0,0,0,1,,0,0,53,Male,Driver,,,,,,,,,INF BRITANNIA COMPANY GAT NO 1,LAWRANCE ROAD,28.678701,77.14613,0,1,Hit and run
436,47,MAHENDRA PARK,09-Feb-20,05:30,UNKNOWN,TWW,0,1,0,0,,0,0,,Male,Pedestrian,,,,,,,,,MUKARBA CHOWK FLYOVER,DR. KB HEDGEWAR ROAD,28.73472,77.15599,0,1,Hit and run
437,546,MAHENDRA PARK,06-Oct-20,03:36,UNKNOWN,Pedestrians,0,0,0,1,,0,0,24,Male,Self,,,,,,,,,MUKARBA CHOWK FLYOVER LOOP KAB,OUTER RING ROAD,28.73656,77.15776,0,1,Hit and run
438,557,MAHENDRA PARK,13-Oct-20,0.2,Heavy vehicles,TWW,0,1,0,0,,0,0,35,Male,Pedestrian,,,,,,,,,MUKARBA CHOWK FLYOVER OUTER RI,OUTER RING ROAD,28.73597,77.15503,0,1,
439,558,MAHENDRA PARK,14-Oct-20,02:50,Heavy vehicles,TWW,0,0,0,1,,0,0,,Male,Driver,,,,,,,,,NR RAILWAY LINE KARNAL BY PASS,OUTER RING ROAD,28.722391,77.164927,0,1,
440,593,MAHENDRA PARK,05-Nov-20,23:40,UNKNOWN,Pedestrians,0,0,0,1,,0,0,27,Male,Driver,,,,,,,,,FLYOVER MUKHRABA CHOWK,OUTER RING ROAD,28.73523,77.15569,0,1,Hit and run
441,34,MAHENDRA PARK,28-Jan-20,18:00,Heavy vehicles,Pedestrians,0,1,0,0,,0,0,,,Pedestrian,,,,,,,,,C-12 KE SAMNE,MINOR ROADS,28.72129,77.16114,0,1,
442,87,MAHENDRA PARK,15-Mar-20,13:00,Car/ Jeep/ Van/ Taxi,Pedestrians,0,1,0,0,,0,0,,Male,Pedestrian,,,,,,,,Male,J BLOCK JAHANGIR PURI,MINOR ROADS,28.72842,77.17027,0,1,
443,367,MAHENDRA PARK,29-May-20,Unknown,Car/ Jeep/ Van/ Taxi,Pedestrians,0,1,0,0,,0,0,,,Pedestrian,,,,,,,,,NR PANI KI TANKI AZADPUR MANDI,MINOR ROADS,28.715666,77.1795,0,1,
444,406,MAHENDRA PARK,29-Jun-20,22:54,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,Male,Pedestrian,,,,,,,,,NR METRO PILAR NO 138 GALI NO,GTK ROAD,28.72973,77.16012,0,1,Hit and run
445,441,MAHENDRA PARK,22-Jul-20,18:30,Heavy vehicles,Pedestrians,0,1,0,0,,0,0,40,Male,Pedestrian,,,,,,,30,Male,NR FRUIT MKT AZADPUR,GTK ROAD,28.71306,77.17328,0,1,
446,481,MAHENDRA PARK,19-Aug-20,04:00,Heavy vehicles,Pedestrians,0,1,0,0,,0,0,,Male,Pedestrian,,,,,,,,Male,NR PILLAR NO 132 OPP RAMGARH J,GTK ROAD,28.729824,77.160085,0,1,
447,501,MAHENDRA PARK,02-Sep-20,17:45,Bus,Pedestrians,0,1,0,0,,0,0,40,Male,Pedestrian,,,,,,,,Male,NR PILAR NO 127 JAHANGIRPURI,GTK ROAD,28.71704,77.1681,0,1,
448,506,MAHENDRA PARK,06-Sep-20,16:40,UNKNOWN,TWW,0,1,0,0,,0,0,35,Male,Pedestrian,,,,,,,,,NR GTK DEPOT RED LIGHT,GTK ROAD,28.7313,77.15878,0,1,Hit and run
449,535,MAHENDRA PARK,28-Sep-20,23:31,UNKNOWN,Pedestrians,0,0,0,1,,0,0,20,Male,Self,,,,,,,,,NR GTK DEPOT CNG PUMP,GTK ROAD,28.73211,77.1581,0,1,Hit and run
450,631,MAHENDRA PARK,15-Nov-20,18:33,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,,Pedestrian,,,,,,,,,PILLOR NO 137,GTK ROAD,28.74695,77.15169,0,1,Hit and run
451,648,MAHENDRA PARK,24-Nov-20,13:50,Heavy vehicles,TSR,0,1,0,0,,0,0,22,Male,Pedestrian,,,,,,,36,Male,RED LIGHT GURUDWARA MAHENDRA P,GTK ROAD,28.72596,77.16483,0,1,
452,5,MAHENDRA PARK,05-Jan-20,06:00,Car/ Jeep/ Van/ Taxi,Pedestrians,0,0,0,0,Auto-rickshaw,0,1,,Male,Driver,,,,,,,,,MUKARBA CHOWK FLYOVER,DR. KB HEDGEWAR ROAD,28.73525,77.15602,1,1,No details of excat occurance
453,616,MANGOL PURI,05-Jul-20,00:53,UNKNOWN,Cyclists,0,1,0,0,,0,0,48,Male,Pedestrian,,,,,,,,,NR ANUKAMPA CHOWK,43 NO ROAD,28.67159,77.13546,0,1,Hit and run
454,705,MANGOL PURI,13-Aug-20,13:54,UNKNOWN,Pedestrians,0,0,0,0,Bicycle,0,1,,Male,Cyclist,,,,,,,,,NR TEST GROUND R/L PITAMPURA,43 NO ROAD,28.68815,77.0951,0,1,Hit and run
455,886,MANGOL PURI,31-Oct-20,01:00,Heavy vehicles,Pedestrians,0,1,0,0,,0,0,32,Male,Pedestrian,,,,,,,,,BABA MAZAR IND AREA,MINOR ROADS,28.68336,77.10207,0,1,
456,629,MODEL TOWN,13-Oct-20,Unknown,Car/ Jeep/ Van/ Taxi,Pedestrians,0,1,0,0,,0,0,,,Pedestrian,,,,,,,,,NR NANAK PIAU GURUDWARA AZADPU,GTK ROAD,28.690553,77.192144,0,1,
457,86,MUKHERJI NAGAR,09-Feb-20,20:05,UNKNOWN,TWW,0,1,0,0,,0,0,,,Pedestrian,,,,,,,,,NR NEW LIFE HOHPOTIL,MINOR ROADS,28.70049,77.20899,0,1,Hit and run
458,303,MUKHERJI NAGAR,28-Apr-20,13:08,UNKNOWN,Cyclists,0,0,0,1,,0,0,55,Male,,,,,,,,,,INF NPL POLICE LINE GATE NO 5,RING ROAD,28.69869,77.20453,1,1,Hit and run
459,414,MUKHERJI NAGAR,14-Jul-20,08:31,Motorised two wheeler,Cyclists,0,0,0,0,,0,0,58,,Cyclist,,,,,,,29,Male,NR HANUMAN MANDIR M NAGAR,MINOR ROADS,28.71943,77.20233,0,1,
460,474,MUKHERJI NAGAR,08-Sep-20,11:15,Heavy vehicles,Cyclists,0,0,0,0,Bicycle,0,1,35,Male,Cyclist,,,,,,,,,CAMP CHOWK SE BURARI RD NR DHE,MINOR ROADS,28.714749,77.204118,0,1,
461,494,NARELA (IND. AREA),19-Sep-20,19:15,Tempo/ Tractor,Pedestrians,0,0,0,0,Bicycle,1,1,,Female,Cyclist,,,,,,,,Male,MACHCHHI MARKET CORNER,NARELA ROAD,28.832522,77.106076,1,1,
462,29,NARELA (IND. AREA),13-Jan-20,19:45,UNKNOWN,Pedestrians,0,1,0,0,,,,,Male,Pedestrian,,,,,,,,,"E-BLOCK,DSIIDC, NARELA",MINOR ROADS,28.830985,77.103146,0,1,Hit and run
463,47,NARELA (IND. AREA),24-Jan-20,09:30,Tempo/ Tractor,Pedestrians,2,1,0,0,,,,30,Male,Pedestrian,,,,,,,36,Male,NR FACTORY NO H 1457 NARELA,MINOR ROADS,28.843788,77.089434,2,1,
464,71,NARELA (IND. AREA),05-Feb-20,11:30,Heavy vehicles,Pedestrians,0,1,0,0,,,,25,Male,Pedestrian,,,,,,,,Male,IN MIDDLE OF FACTORY NO1836-37,MINOR ROADS,28.828587,77.098223,0,1,
465,74,NARELA (IND. AREA),09-Feb-20,00:00,UNKNOWN,TWW,0,1,0,0,,,,50,Male,Pedestrian,,,,,,,,,PLOT NO 97/A PATHAR MKT,MINOR ROADS,28.839135,77.126418,0,1,Hit and run
466,129,NARELA (IND. AREA),08-Mar-20,01:00,UNKNOWN,TWW,0,0,0,1,,,,21,Male,Driver,,,,,,,,,"80 FT RD, INF CNG PUMP TIKRI K",MINOR ROADS,28.837375,77.129192,0,1,Hit and run
467,150,NARELA (IND. AREA),17-Mar-20,15:15,UNKNOWN,Pedestrians,0,0,1,1,,,,20,Male,Driver,,,,,,,,,HOLAMBI MORE NARELA LAIPUR ROA,NARELA ROAD,28.796713,77.117639,1,1,Hit and run
468,151,NARELA (IND. AREA),18-Mar-20,01:00,UNKNOWN,Pedestrians,0,1,0,0,,0,0,25,Male,Pedestrian,,,,,,,,,SAMOSA CHOWK SEC-5 BAWANA,MINOR ROADS,28.80519,77.081895,0,1,Hit and run
469,169,NARELA (IND. AREA),26-Mar-20,19:00,Heavy vehicles,TWW,0,1,0,0,,,,45,Male,Pedestrian,,,,,,,,,INF FACTORY NO 1187,MINOR ROADS,28.82621,77.108646,0,1,Hit and run
470,413,NARELA (IND. AREA),13-Aug-20,00:00,UNKNOWN,Pedestrians,0,0,0,1,,0,0,45,Male,Driver,,,,,,,,,SHAPUR BUS STAND,NARELA ROAD,28.818762,77.105495,0,1,Hit and run
471,436,NARELA (IND. AREA),24-Aug-20,21:15,UNKNOWN,Pedestrians,0,1,0,0,,,,33,Male,Pedestrian,,,,,,,,,INF CNG STATION TIKRI KHURD,MINOR ROADS,28.836775,77.095527,0,1,Hit and run
472,529,NARELA (IND. AREA),04-Oct-20,23:59,UNKNOWN,Pedestrians,0,1,0,0,,0,0,29,Male,Pedestrian,,,,,,,,,NR TIKRI KHURD VILLAGE,MINOR ROADS,28.835613,77.114277,0,1,Hit and run
473,548,NARELA (IND. AREA),16-Oct-20,11:30,Motorised two wheeler,Pedestrians,0,1,0,0,,0,0,,Male,Pedestrian,,,,,,,,,NR MANGLA MALL OPP FACTORY D-1,MINOR ROADS,28.833158,77.098716,0,1,
474,61,NARELA (OLD IND. AREA),29-Jan-20,20:17,Motorised two wheeler,Pedestrians,0,1,0,0,,0,0,75,Male,Pedestrian,,,,,,,,,OPO NARAIN HOSPITAL NARELA,MINOR ROADS,28.859521,77.101973,0,1,
475,76,NARELA (OLD IND. AREA),15-Feb-20,07:43,UNKNOWN,Self,0,1,0,0,,0,0,30-35,Male,Pedestrian,,,,,,,,,NR CRPF CAMP BAWANA,BAWANA ROAD,28.807783,77.049065,0,1,Hit and run
476,212,NARELA (OLD IND. AREA),15-May-20,10:30,Car/ Jeep/ Van/ Taxi,Pedestrians,0,0,0,0,Car/ Jeep/ Van/ Taxi,1,1,25,Male,Passenger,,,,,,,28,Male,SRIRAM COLONY SINGHU BORDER,NARELA ROAD,28.855925,77.124974,1,1,
477,220,NARELA (OLD IND. AREA),29-May-20,15:45,Heavy vehicles,TWW,0,1,0,0,,,,40,Female,Pedestrian,,,,,,,,,Y-POINT NARELA BAWANA RD,NARELA ROAD,28.849606,77.087349,0,1,Hit and run
478,231,NARELA (OLD IND. AREA),14-Jun-20,15:00,Car/ Jeep/ Van/ Taxi,Pedestrians,0,0,1,1,,0,0,,,,,,,,,,,,DESU COLONY NARELA,MINOR ROADS,28.864407,77.098455,1,1,
479,266,NARELA (OLD IND. AREA),14-Jul-20,21:00,Heavy vehicles,Pedestrians,0,1,0,0,,,,25,Male,Pedestrian,,,,,,,,Male,NEAR RAJA HARISH CHAND HOSPITA,MINOR ROADS,28.83795,77.08116,0,1,
480,272,NARELA (OLD IND. AREA),19-Jul-20,05:31,UNKNOWN,TWW,1,1,0,0,,,,60,Female,Pedestrian,,,,,,,,,NARELA TO SAHIBABAD,MINOR ROADS,28.870326,77.081645,1,1,Hit and run
481,51,RANI BAGH,28-Jan-20,17:40,UNKNOWN,TWW,0,0,0,1,,0,0,60,Male,Driver,,,,,,,,,NEAR HARYANA MAITRI BHAWAN RAN,MINOR ROADS,28.68685,77.121488,0,1,Hit and run
482,52,RANI BAGH,29-Jan-20,02:15,UNKNOWN,TWW,0,1,0,0,,0,0,28,Male,Pedestrian,,,,,,,,,NR H NO-159 DEEPALI PITAMPURA,42 NO ROAD,28.695753,77.119202,0,1,Hit and run
483,73,RANI BAGH,21-Feb-20,00:10,UNKNOWN,Self,0,0,0,1,,0,0,28,Male,Self,,,,,,,,,BANK VIHAR R/L SARASWATI VIHAR,MINOR ROADS,28.692841,77.119964,0,1,Hit and run
484,77,RANI BAGH,24-Feb-20,16:30,Motorised two wheeler,TWW,0,0,1,1,,0,0,20,Male,Driver,,,,,,,,,HARYANA MAITRY BHAWAN MIRAJ HO,MINOR ROADS,28.686957,77.12142,1,1,Over speeding
485,618,RANI BAGH,02-Dec-20,17:41,UNKNOWN,Pedestrians,0,0,2,1,,0,0,20,Male,,,,,,,,,,INF ROYAL MIRAJ HOTEL RISHI NG,43 NO ROAD,28.686095,77.126536,2,1,Hit and run
486,99,SAMAY PUR BADLI,28-Feb-20,13:00,Tempo/ Tractor,Pedestrians,0,1,0,0,,,,65,Female,Pedestrian,,,,,,,27,Male,LIBASPUR UNDERPASS RED LIGHT,GTK ROAD,28.750525,77.141998,0,1,
487,374,SAMAY PUR BADLI,09-Jun-20,19:30,Heavy vehicles,Pedestrians,0,1,0,0,,,,27,Male,Pedestrian,,,,,,,,,NR DJB OFFICE SGT NAGAR,OUTER RING ROAD,28.735439,77.134203,0,1,
488,383,SAMAY PUR BADLI,14-Jun-20,20:50,Motorised two wheeler,TWW,0,0,0,1,,,,,Male,Driver,,,,,,,,,INF OF SIRASPUR GURUDWARA GTK,GTK ROAD,28.764984,77.145377,0,1,
489,419,SAMAY PUR BADLI,04-Jul-20,20:05,UNKNOWN,Pedestrians,0,0,0,1,,0,0,35,Male,Driver,,,,,,,,,NEAR CNG PUMP,GTK ROAD,28.751933,77.149392,0,1,Hit and run
490,509,SAMAY PUR BADLI,09-Aug-20,00:00,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,Female,Pedestrian,,,,,,,,,T POINT SANJAY GANDHI TRNS NGR,BAWANA ROAD,28.741811,77.14805,0,1,Hit and run
491,512,SAMAY PUR BADLI,11-Aug-20,22:30,Heavy vehicles,Pedestrians,0,1,0,0,,,,,Male,Pedestrian,,,,,,,,,PURANA STATE BANK RAILWAY RD,MINOR ROADS,28.743081,77.149801,0,1,
492,573,SAMAY PUR BADLI,13-Sep-20,23:05,UNKNOWN,Pedestrians,0,1,0,0,,0,0,30,Male,Pedestrian,,,,,,,,,JAGDAMBA DHARM KANTA,SIRAS PUR ROAD,28.756314,77.133187,0,1,Hit and run
493,630,SAMAY PUR BADLI,01-Oct-20,02:51,Heavy vehicles,TWW,0,1,0,0,,,,30,Male,Pedestrian,,,,,,,,,INF CW BLOCK SGT NAGAR,MINOR ROADS,28.741684,77.14766,0,1,
494,664,SAMAY PUR BADLI,07-Oct-20,08:15,Heavy vehicles,Pedestrians,0,0,1,1,,0,0,,Female,Passenger,,,,,,,,,SIRASPUR TO LIBASPUR PAL AUTO,SIRAS PUR ROAD,28.751424,77.146137,1,1,
495,798,SAMAY PUR BADLI,24-Nov-20,11:10,Heavy vehicles,TWW,0,1,0,0,,,,69,Male,Pedestrian,,,,,,,,Male,GALI NO 6 LIBASPUR GURUDWARA R,MINOR ROADS,28.752313,77.143998,0,1,
496,810,SAMAY PUR BADLI,04-Dec-20,20:50,UNKNOWN,TWW,0,0,0,1,,0,0,42,Male,Driver,,,,,,,,,NR LABOUR CHOWK RAILWAY RD SPB,MINOR ROADS,28.733002,77.139742,0,1,Hit and run
497,833,SAMAY PUR BADLI,16-Dec-20,07:30,UNKNOWN,Pedestrians,0,0,0,1,,0,0,27,Male,Driver,,,,,,,,,NR FOB SWAROOP NAGAR,GTK ROAD,28.762714,77.146388,0,1,Hit and run
498,129,SARASWATI VIHAR(SUBHASH PLACE),08-Mar-20,06:30,UNKNOWN,Cycle rickshaw,0,1,0,0,,0,0,,Male,Pedestrian,,,,,,,,Male,FLYOVER BRITANIA TO PUNJABI,RING ROAD,28.683176,77.146492,0,1,
499,157,SARASWATI VIHAR(SUBHASH PLACE),31-Mar-20,09:00,UNKNOWN,PED,0,0,0,0,Cycle rickshaw,0,1,25,Male,Cyclist,,,,,,,,,UNDER PASS PREM BARI PUL,RING ROAD,28.697654,77.15623,0,1,Hit and run
500,325,SARASWATI VIHAR(SUBHASH PLACE),25-Jun-20,19:00,Car/ Jeep/ Van/ Taxi,Pedestrians,0,1,0,0,,0,0,28,Male,Pedestrian,,,,,,,,,NR METRO STATION SHAKURPUR,RING ROAD,28.685616,77.149754,0,1,
501,327,SARASWATI VIHAR(SUBHASH PLACE),29-Jun-20,07:30,Motorised two wheeler,Pedestrians,0,1,0,0,,0,0,65,Male,Pedestrian,,,,,,,,,INF A-13 MP ENCLAVE PITAMPURA,43 NO ROAD,28.684403,77.138894,0,1,
502,347,SARASWATI VIHAR(SUBHASH PLACE),19-Jul-20,15:20,UNKNOWN,Pedestrians,0,1,0,0,,0,0,20,Male,Pedestrian,,,,,,,,,BRITANNIA CHOWK,RING ROAD,28.683134,77.146491,0,1,Hit and run
503,405,SARASWATI VIHAR(SUBHASH PLACE),14-Sep-20,22:20,UNKNOWN,TWW,0,0,0,1,,0,0,,Male,Driver,,,,,,,,,PREM BARI PUL RED LIGHT,RING ROAD,28.697634,77.156228,0,1,Hit and run
504,527,SARASWATI VIHAR(SUBHASH PLACE),02-Dec-20,21:00,UNKNOWN,Pedestrians,0,1,0,0,,0,0,35-40,Male,Pedestrian,,,,,,,,,SHRI NGR UNDERPASS RANI BAGH,BALBIR SINGH MARG,28.679572,77.139328,0,1,Hit and run
505,487,SHALIMAR BAGH,05-Aug-20,21:30,Tempo/ Tractor,Pedestrians,0,1,0,0,,0,0,72,Male,Pedestrian,,,,,,,,,BADLI CROSSING BUS STAND,DR. KB HEDGEWAR ROAD,28.728252,77.145973,0,1,Hit and run
506,497,SHALIMAR BAGH,14-Aug-20,12:50,UNKNOWN,Pedestrians,0,1,0,0,,0,0,77,Male,Pedestrian,,,,,,,,,BW BLK NR CGHS DISP SHALIMAR B,MINOR ROADS,28.708136,77.154294,0,1,Hit and run
507,503,SHALIMAR BAGH,18-Aug-20,02:18,UNKNOWN,TWW,0,1,0,0,,0,0,35,Male,Pedestrian,,,,,,,,,FLYOVER WAZIRPUR NR CPFO BUILD,RING ROAD,28.702585,77.166673,0,1,Hit and run
508,321,SWAROOP NAGAR,05-Jul-20,19:30,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,Male,Pedestrian,,,,,,,,,NR MAHAVIR DHARAM KANTA S NAGA,MINOR ROADS,28.753273,77.152949,0,1,Hit and run
509,470,SWAROOP NAGAR,03-Oct-20,05:00,Heavy vehicles,TWW,0,0,1,1,,0,0,,Male,Passenger,,,,,,,,,VIJAY CHOWK BURARI SWAROOP NGR,GTK ROAD,28.742592,77.197934,1,1,
510,477,SWAROOP NAGAR,05-Oct-20,13:54,Tempo/ Tractor,Pedestrians,0,1,0,0,,0,0,65,Female,Pedestrian,,,,,,,57,Male,NR AGARWAL PREM NAGAR,NATHUPURA ROAD,28.769254,77.180406,0,1,
511,493,SWAROOP NAGAR,11-Oct-20,05:26,UNKNOWN,Car,0,0,0,0,Car/ Jeep/ Van/ Taxi,2,1,25,Male,,,,,,,,,,FLYOVER LIBASPUR GT RD SWAROOP,GTK ROAD,28.752664,77.149615,2,1,Hit and run
512,528,SWAROOP NAGAR,26-Oct-20,12:30,Tempo/ Tractor,ERC,0,0,0,0,Cycle rickshaw,2,1,48,Male,Cyclist,,,,,,,,,OPP PRAGATI FARM HOUAE,BURARI ROAD,28.757836,77.181009,2,1,
513,579,SWAROOP NAGAR,02-Dec-20,05:15,UNKNOWN,Pedestrians,0,1,0,0,,0,0,,Male,Pedestrian,,,,,,,,,NANGLI POONA GTK RD OPP GURUDW,GTK ROAD,28.763715,77.149005,0,1,Hit and run
